,EC,Enz,Met,Org,Mode,ChEBI
244273,5.4.2.2,"phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)",AMP,Zea mays,-,CHEBI:16027
244274,5.4.2.2,"phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)",ATP,Bacillus subtilis,-,CHEBI:15422
244275,5.4.2.2,"phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)",ATP,Zea mays,-,CHEBI:15422
244280,5.4.2.2,"phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)",cis-aconitate,Zea mays,-,CHEBI:32805
244281,5.4.2.2,"phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)",citrate,Zea mays,-,CHEBI:30769
244283,5.4.2.2,"phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)",CTP,Bacillus subtilis,-,CHEBI:17677
244285,5.4.2.2,"phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)","D-fructose 1,6-bisphosphate",Lactococcus lactis,-,CHEBI:28013
244289,5.4.2.2,"phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)",D-glucose 1-phosphate,Zea mays,-,CHEBI:16077
244290,5.4.2.2,"phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)",D-glucose 1-phosphate,Pisum sativum,-,CHEBI:16077
244291,5.4.2.2,"phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)",D-mannose 1-phosphate,Zea mays,-,CHEBI:35374
244294,5.4.2.2,"phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)",Enolpyruvate phosphate,Bos taurus,-,CHEBI:18021
244296,5.4.2.2,"phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)","fructose 1,6-diphosphate",Bacillus subtilis,-,CHEBI:28013
244297,5.4.2.2,"phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)","fructose 1,6-diphosphate",Bos taurus,-,CHEBI:28013
244298,5.4.2.2,"phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)","fructose 1,6-diphosphate",Homo sapiens,-,CHEBI:28013
244299,5.4.2.2,"phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)","fructose 1,6-diphosphate",Solanum tuberosum,-,CHEBI:28013
244301,5.4.2.2,"phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)",GTP,Bacillus subtilis,-,CHEBI:15996
244303,5.4.2.2,"phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)",isocitrate,Zea mays,-,CHEBI:30887
244315,5.4.2.2,"phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)",UTP,Bacillus subtilis,-,CHEBI:15713
244316,5.4.2.2,"phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)",UTP,Zea mays,-,CHEBI:15713
244334,5.4.2.3,phosphoacetylglucosamine mutase,D-glucose 1-phosphate,Trypanosoma brucei,-,CHEBI:16077
244335,5.4.2.3,phosphoacetylglucosamine mutase,D-glucose 6-phosphate,Trypanosoma brucei,-,CHEBI:4170
244339,5.4.2.4,Bisphosphoglycerate mutase,"2,3-diphosphoglycerate",Equus caballus,-,CHEBI:28907
244343,5.4.2.4,Bisphosphoglycerate mutase,2-phosphoglycerate,Gallus gallus,-,CHEBI:24344
244344,5.4.2.4,Bisphosphoglycerate mutase,2-Phosphoglycolate,Homo sapiens,-,CHEBI:17150
244345,5.4.2.4,Bisphosphoglycerate mutase,3-phosphoglycerate,Gallus gallus,-,CHEBI:17794
244346,5.4.2.4,Bisphosphoglycerate mutase,CH3COO-,Homo sapiens,-,CHEBI:30089
244353,5.4.2.4,Bisphosphoglycerate mutase,phytic acid,Gallus gallus,-,CHEBI:17401
244358,5.4.2.6,beta-Phosphoglucomutase,ADP,Lactobacillus delbrueckii,-,CHEBI:16761
244359,5.4.2.6,beta-Phosphoglucomutase,ADP,Lactococcus lactis,-,CHEBI:16761
244361,5.4.2.6,beta-Phosphoglucomutase,alpha-D-galactose 1-phosphate,Lactococcus lactis,-,CHEBI:17973
244362,5.4.2.6,beta-Phosphoglucomutase,alpha-D-glucose 1-phosphate,Lactobacillus delbrueckii,-,CHEBI:29042
244363,5.4.2.6,beta-Phosphoglucomutase,AMP,Lactobacillus delbrueckii,-,CHEBI:16027
244364,5.4.2.6,beta-Phosphoglucomutase,ATP,Lactobacillus delbrueckii,-,CHEBI:15422
244365,5.4.2.6,beta-Phosphoglucomutase,ATP,Lactococcus lactis,-,CHEBI:15422
244366,5.4.2.6,beta-Phosphoglucomutase,beta-D-glucose 1-phosphate,Escherichia coli,-,CHEBI:16218
244376,5.4.2.6,beta-Phosphoglucomutase,D-fructose 1-6-diphosphate,Lactobacillus delbrueckii,-,CHEBI:28013
244377,5.4.2.6,beta-Phosphoglucomutase,D-glucose 6-phosphate,Lactobacillus delbrueckii,-,CHEBI:4170
244399,5.4.2.8,phosphomannomutase,2-deoxyglucose 6-phosphate,Oryctolagus cuniculus,-,CHEBI:84756
244400,5.4.2.8,phosphomannomutase,ADP,Acinetobacter haemolyticus,-,CHEBI:16761
244402,5.4.2.8,phosphomannomutase,alpha-D-glucose 1-phosphate,Pseudomonas aeruginosa,-,CHEBI:29042
244403,5.4.2.8,phosphomannomutase,ATP,Acinetobacter haemolyticus,-,CHEBI:15422
244415,5.4.2.8,phosphomannomutase,glucose 1-phosphate,Pseudomonas aeruginosa,-,CHEBI:16077
244416,5.4.2.8,phosphomannomutase,glucose 6-phosphate,Oryctolagus cuniculus,-,CHEBI:4170
244417,5.4.2.8,phosphomannomutase,IMP,Mus musculus,-,CHEBI:17202
244418,5.4.2.8,phosphomannomutase,inosine monophosphate,Homo sapiens,-,CHEBI:17202
244420,5.4.2.8,phosphomannomutase,mannose 1-phosphate,Pseudomonas aeruginosa,-,CHEBI:35374
244421,5.4.2.8,phosphomannomutase,mannose 1-phosphate,Amorphophallus konjac,-,CHEBI:35374
244426,5.4.2.8,phosphomannomutase,UDP-D-glucose,Acinetobacter haemolyticus,-,CHEBI:46229
244435,5.4.2.9,phosphoenolpyruvate mutase,HCO2-,Tetrahymena pyriformis,-,CHEBI:30751
244436,5.4.2.9,phosphoenolpyruvate mutase,HCO3-,Tetrahymena pyriformis,-,CHEBI:17544
244439,5.4.2.9,phosphoenolpyruvate mutase,isocitrate analogues,Tetrahymena pyriformis,-,CHEBI:30887
244444,5.4.2.9,phosphoenolpyruvate mutase,oxalate,Tetrahymena pyriformis,-,CHEBI:16995
244450,5.4.2.9,phosphoenolpyruvate mutase,sulfopyruvate,Mytilus edulis,-,CHEBI:16894
244459,5.4.3.2,"lysine 2,3-aminomutase",S-adenosylhomocysteine,Clostridium sp.,-,CHEBI:57856
244464,5.4.3.2,"lysine 2,3-aminomutase",Urea,Clostridium sp.,-,CHEBI:16199
244471,5.4.3.3,"lysine 5,6-aminomutase",3-amino-n-butanoate,Acetoanaerobium sticklandii,-,CHEBI:37081
244473,5.4.3.3,"lysine 5,6-aminomutase",4-amino-n-butanoate,Acetoanaerobium sticklandii,-,CHEBI:59888
244476,5.4.3.3,"lysine 5,6-aminomutase",6-amino-n-hexanoic acid,Acetoanaerobium sticklandii,-,CHEBI:57826
244477,5.4.3.3,"lysine 5,6-aminomutase",acetate,Acetoanaerobium sticklandii,-,CHEBI:15366
244483,5.4.3.3,"lysine 5,6-aminomutase",DL-citrulline,Acetoanaerobium sticklandii,-,CHEBI:18211
244484,5.4.3.3,"lysine 5,6-aminomutase",DL-delta-hydroxylysine,Acetoanaerobium sticklandii,-,CHEBI:60175
244486,5.4.3.3,"lysine 5,6-aminomutase",DL-Pro,Acetoanaerobium sticklandii,-,CHEBI:26271
244494,5.4.3.3,"lysine 5,6-aminomutase","L-2,4-diamino-n-butyrate",Acetoanaerobium sticklandii,-,CHEBI:48950
244495,5.4.3.3,"lysine 5,6-aminomutase",L-beta-Lysine,Acetoanaerobium sticklandii,-,CHEBI:15613
244496,5.4.3.3,"lysine 5,6-aminomutase",L-Ile,Acetoanaerobium sticklandii,-,CHEBI:58045
244497,5.4.3.3,"lysine 5,6-aminomutase",L-Orn,Acetoanaerobium sticklandii,-,CHEBI:15729
244499,5.4.3.3,"lysine 5,6-aminomutase",n-Hexanoate,Acetoanaerobium sticklandii,-,CHEBI:17120
244510,5.4.3.5,"D-ornithine 4,5-aminomutase",beta-Lys,Acetoanaerobium sticklandii,-,CHEBI:15613
244513,5.4.3.5,"D-ornithine 4,5-aminomutase",DL-alpha-Lys,Acetoanaerobium sticklandii,-,CHEBI:25094
244516,5.4.3.5,"D-ornithine 4,5-aminomutase",L-alpha-Orn,Acetoanaerobium sticklandii,-,CHEBI:15729
244526,5.4.3.6,"tyrosine 2,3-aminomutase",2-oxoglutarate,Brevibacillus brevis,-,CHEBI:30915
244530,5.4.3.6,"tyrosine 2,3-aminomutase",p-hydroxycinnamate,Brevibacillus brevis,-,CHEBI:32374
244531,5.4.3.6,"tyrosine 2,3-aminomutase",p-hydroxyphenylpyruvate,Brevibacillus brevis,-,CHEBI:15999
244534,5.4.3.6,"tyrosine 2,3-aminomutase",pyruvate,Brevibacillus brevis,-,CHEBI:32816
244556,5.4.3.8,"glutamate-1-semialdehyde 2,1-aminomutase",glyoxylate,Hordeum vulgare,-,CHEBI:16891
244558,5.4.3.8,"glutamate-1-semialdehyde 2,1-aminomutase",pyridoxal 5'-phosphate,Synechococcus sp.,-,CHEBI:18405
244559,5.4.3.8,"glutamate-1-semialdehyde 2,1-aminomutase",pyridoxal 5'-phosphate,Hordeum vulgare,-,CHEBI:18405
244598,5.4.4.2,isochorismate synthase,salicylic acid,Arabidopsis thaliana,-,CHEBI:16914
244603,5.4.4.3,3-(hydroxyamino)phenol mutase,L-cysteine,Cupriavidus necator,-,CHEBI:35235
244621,5.4.99.1,methylaspartate mutase,2-ketoglutaric acid,Clostridium cochlearium,-,CHEBI:30915
244625,5.4.99.1,methylaspartate mutase,2-oxoglutarate,Clostridium cochlearium,-,CHEBI:30915
244631,5.4.99.1,methylaspartate mutase,Itaconic acid,Clostridium cochlearium,-,CHEBI:30838
244632,5.4.99.1,methylaspartate mutase,Itaconic acid,Clostridium tetanomorphum,-,CHEBI:30838
244652,5.4.99.11,isomaltulose synthase,"glucono-1,5-lactone",Paraburkholderia acidicola,-,CHEBI:16217
244653,5.4.99.11,isomaltulose synthase,glucose,Paraburkholderia acidicola,-,CHEBI:4167
244662,5.4.99.11,isomaltulose synthase,lactose,Paraburkholderia acidicola,-,CHEBI:36218
244685,5.4.99.13,isobutyryl-CoA mutase,GDP,Geobacillus kaustophilus,-,CHEBI:17552
244686,5.4.99.13,isobutyryl-CoA mutase,GTP,Geobacillus kaustophilus,-,CHEBI:15996
244695,5.4.99.14,4-carboxymethyl-4-methylbutenolide mutase,4-carboxymethylbut-2-en-4-olide,Cupriavidus necator,-,CHEBI:18080
244765,5.4.99.16,maltose alpha-D-glucosyltransferase,D-glucose,Meiothermus ruber,-,CHEBI:4167
244816,5.4.99.16,maltose alpha-D-glucosyltransferase,sucrose,Thermus aquaticus,-,CHEBI:17992
244827,5.4.99.16,maltose alpha-D-glucosyltransferase,Urea,Meiothermus ruber,-,CHEBI:16199
244947,5.4.99.17,squalene-hopene cyclase,taurodeoxycholate,Rhodopseudomonas palustris,-,CHEBI:9410
244955,5.4.99.18,5-(carboxyamino)imidazole ribonucleotide mutase,"3,4-dihydroxybenzoic acid",Bacillus anthracis,-,CHEBI:36062
244980,5.4.99.2,methylmalonyl-CoA mutase,3-carboxypropyl-CoA,Propionibacterium freudenreichii,-,CHEBI:15380
244988,5.4.99.2,methylmalonyl-CoA mutase,isobutyryl-CoA,Propionibacterium freudenreichii,-,CHEBI:15479
244993,5.4.99.2,methylmalonyl-CoA mutase,n-butyryl-CoA,Propionibacterium freudenreichii,-,CHEBI:15517
245001,5.4.99.30,UDP-arabinopyranose mutase,n-butanol,Arabidopsis thaliana,-,CHEBI:28885
245002,5.4.99.30,UDP-arabinopyranose mutase,n-butanol,Oryza sativa,-,CHEBI:28885
245003,5.4.99.30,UDP-arabinopyranose mutase,UDP,Oryza sativa,-,CHEBI:17659
245004,5.4.99.30,UDP-arabinopyranose mutase,UDP-Gal,Oryza sativa,-,CHEBI:66914
245006,5.4.99.30,UDP-arabinopyranose mutase,UDP-Glc,Oryza sativa,-,CHEBI:46229
245023,5.4.99.4,2-methyleneglutarate mutase,citrate,Eubacterium barkeri,-,CHEBI:30769
245028,5.4.99.4,2-methyleneglutarate mutase,Itaconate,Eubacterium barkeri,-,CHEBI:30838
245030,5.4.99.4,2-methyleneglutarate mutase,L-malate,Eubacterium barkeri,-,CHEBI:30797
245031,5.4.99.4,2-methyleneglutarate mutase,Maleate,Eubacterium barkeri,-,CHEBI:18300
245035,5.4.99.4,2-methyleneglutarate mutase,succinate,Eubacterium barkeri,-,CHEBI:15741
245130,5.4.99.5,chorismate mutase,caffeic acid,Neurospora crassa,-,CHEBI:16433
245131,5.4.99.5,chorismate mutase,caffeic acid,Penicillium chrysogenum,-,CHEBI:16433
245132,5.4.99.5,chorismate mutase,caffeic acid,Penicillium duponti,-,CHEBI:16433
245133,5.4.99.5,chorismate mutase,caffeic acid,Medicago sativa,-,CHEBI:16433
245138,5.4.99.5,chorismate mutase,chorismate,Aspergillus nidulans,-,CHEBI:17333
245139,5.4.99.5,chorismate mutase,chorismate,Bacillus subtilis,-,CHEBI:17333
245153,5.4.99.5,chorismate mutase,ferulic acid,Medicago sativa,-,CHEBI:17620
245160,5.4.99.5,chorismate mutase,L-Phe,Claviceps sp.,-,CHEBI:58095
245161,5.4.99.5,chorismate mutase,L-Phe,Escherichia coli,-,CHEBI:58095
245162,5.4.99.5,chorismate mutase,L-Phe,Klebsiella aerogenes,-,CHEBI:58095
245163,5.4.99.5,chorismate mutase,L-Phe,Solanum tuberosum,-,CHEBI:58095
245164,5.4.99.5,chorismate mutase,L-Phe,Sorghum bicolor,-,CHEBI:58095
245165,5.4.99.5,chorismate mutase,L-Phe,Mycobacterium tuberculosis,-,CHEBI:58095
245166,5.4.99.5,chorismate mutase,L-Phe,Claviceps paspali,-,CHEBI:58095
245168,5.4.99.5,chorismate mutase,L-Phe,Medicago sativa,-,CHEBI:58095
245169,5.4.99.5,chorismate mutase,L-Phe,Neurospora crassa,-,CHEBI:58095
245171,5.4.99.5,chorismate mutase,L-Phe,Penicillium duponti,-,CHEBI:58095
245172,5.4.99.5,chorismate mutase,L-Phe,Penicillium chrysogenum,-,CHEBI:58095
245173,5.4.99.5,chorismate mutase,L-Phe,Ruta graveolens,-,CHEBI:58095
245174,5.4.99.5,chorismate mutase,L-Phe,Streptomyces venezuelae,-,CHEBI:58095
245175,5.4.99.5,chorismate mutase,L-Phe,Arabidopsis thaliana,-,CHEBI:58095
245176,5.4.99.5,chorismate mutase,L-Phe,Acinetobacter calcoaceticus,-,CHEBI:58095
245177,5.4.99.5,chorismate mutase,L-Phe,Chlamydomonas reinhardtii,-,CHEBI:58095
245178,5.4.99.5,chorismate mutase,L-Trp,Mycobacterium tuberculosis,-,CHEBI:57912
245179,5.4.99.5,chorismate mutase,L-tryptophan,Mycobacterium tuberculosis,-,CHEBI:57912
245181,5.4.99.5,chorismate mutase,L-Tyr,Claviceps sp.,-,CHEBI:58315
245182,5.4.99.5,chorismate mutase,L-Tyr,Escherichia coli,-,CHEBI:58315
245183,5.4.99.5,chorismate mutase,L-Tyr,Solanum tuberosum,-,CHEBI:58315
245184,5.4.99.5,chorismate mutase,L-Tyr,Sorghum bicolor,-,CHEBI:58315
245185,5.4.99.5,chorismate mutase,L-Tyr,Vigna radiata,-,CHEBI:58315
245186,5.4.99.5,chorismate mutase,L-Tyr,Chlamydomonas reinhardtii,-,CHEBI:58315
245187,5.4.99.5,chorismate mutase,L-Tyr,Claviceps paspali,-,CHEBI:58315
245188,5.4.99.5,chorismate mutase,L-Tyr,Mycobacterium tuberculosis,-,CHEBI:58315
245189,5.4.99.5,chorismate mutase,L-Tyr,Neurospora crassa,-,CHEBI:58315
245190,5.4.99.5,chorismate mutase,L-Tyr,Penicillium duponti,-,CHEBI:58315
245191,5.4.99.5,chorismate mutase,L-Tyr,Ruta graveolens,-,CHEBI:58315
245192,5.4.99.5,chorismate mutase,L-Tyr,Penicillium chrysogenum,-,CHEBI:58315
245194,5.4.99.5,chorismate mutase,L-Tyr,Medicago sativa,-,CHEBI:58315
245195,5.4.99.5,chorismate mutase,L-Tyr,Kitasatospora aureofaciens,-,CHEBI:58315
245196,5.4.99.5,chorismate mutase,L-Tyr,Streptomyces venezuelae,-,CHEBI:58315
245197,5.4.99.5,chorismate mutase,L-Tyr,Arabidopsis thaliana,-,CHEBI:58315
245198,5.4.99.5,chorismate mutase,L-Tyr,Klebsiella aerogenes,-,CHEBI:58315
245199,5.4.99.5,chorismate mutase,L-Tyr,Saccharomyces cerevisiae,-,CHEBI:58315
245214,5.4.99.5,chorismate mutase,p-coumaric acid,Medicago sativa,-,CHEBI:32374
245218,5.4.99.5,chorismate mutase,phenylalanine,Arabidopsis thaliana,-,CHEBI:58095
245219,5.4.99.5,chorismate mutase,prephenate,Methanocaldococcus jannaschii,-,CHEBI:84387
245220,5.4.99.5,chorismate mutase,prephenate,Acinetobacter calcoaceticus,-,CHEBI:84387
245221,5.4.99.5,chorismate mutase,prephenate,Escherichia coli,-,CHEBI:84387
245226,5.4.99.5,chorismate mutase,tyrosine,Aspergillus nidulans,-,CHEBI:58315
245227,5.4.99.5,chorismate mutase,tyrosine,Thermus thermophilus,-,CHEBI:58315
245228,5.4.99.5,chorismate mutase,tyrosine,Ogataea angusta,-,CHEBI:58315
245229,5.4.99.5,chorismate mutase,tyrosine,Saccharomyces cerevisiae,-,CHEBI:58315
245230,5.4.99.5,chorismate mutase,tyrosine,Arabidopsis thaliana,-,CHEBI:58315
245231,5.4.99.5,chorismate mutase,tyrosine,Amborella trichopoda,-,CHEBI:58315
245232,5.4.99.5,chorismate mutase,tyrosine,Physcomitrium patens,-,CHEBI:58315
245233,5.4.99.5,chorismate mutase,Vanillin,Mycobacterium tuberculosis,-,CHEBI:18346
245480,5.4.99.7,Lanosterol synthase,cholesterol,Mus musculus,-,CHEBI:16113
245481,5.4.99.7,Lanosterol synthase,cholesterol,Rattus norvegicus,-,CHEBI:16113
245671,5.4.99.9,UDP-galactopyranose mutase,UDP,Aspergillus fumigatus,-,CHEBI:17659
245672,5.4.99.9,UDP-galactopyranose mutase,UDP,Klebsiella pneumoniae,-,CHEBI:17659
245673,5.4.99.9,UDP-galactopyranose mutase,UDP,Mycobacterium tuberculosis,-,CHEBI:17659
245687,5.4.99.9,UDP-galactopyranose mutase,UDP-D-glucose,Deinococcus radiodurans,-,CHEBI:46229
245689,5.4.99.9,UDP-galactopyranose mutase,uridine diphosphate,Deinococcus radiodurans,-,CHEBI:58223
245720,5.5.1.11,dichloromuconate cycloisomerase,citrate,Cupriavidus necator,-,CHEBI:30769
245724,5.5.1.11,dichloromuconate cycloisomerase,succinate,Cupriavidus necator,-,CHEBI:15741
245732,5.5.1.12,copalyl diphosphate synthase,geranylgeranyl diphosphate,Abies grandis,-,CHEBI:48861
245743,5.5.1.13,ent-copalyl diphosphate synthase,geranylgeranyl diphosphate,Oryza sativa,-,CHEBI:48861
245744,5.5.1.13,ent-copalyl diphosphate synthase,geranylgeranyl diphosphate,Streptomyces sp.,-,CHEBI:48861
245749,5.5.1.15,terpentedienyl-diphosphate synthase,geranylgeranyl diphosphate,Kitasatospora griseola,-,CHEBI:48861
245750,5.5.1.16,halimadienyl-diphosphate synthase,"(E,E,E)-geranylgeranyl diphosphate",Mycobacterium tuberculosis,-,CHEBI:48861
245758,5.5.1.2,"3-Carboxy-cis,cis-muconate cycloisomerase",citrate,Agrobacterium tumefaciens,-,CHEBI:30769
245763,5.5.1.2,"3-Carboxy-cis,cis-muconate cycloisomerase",isocitrate,Agrobacterium tumefaciens,-,CHEBI:30887
245786,5.5.1.4,inositol-3-phosphate synthase,(2R)-2-benzylbutanedioic acid,Homo sapiens,-,CHEBI:41241
245815,5.5.1.4,inositol-3-phosphate synthase,2-deoxy-D-glucose 6-phosphate,Bos taurus,-,CHEBI:84756
245816,5.5.1.4,inositol-3-phosphate synthase,2-deoxy-D-glucose 6-phosphate,Lilium longiflorum,-,CHEBI:84756
245817,5.5.1.4,inositol-3-phosphate synthase,2-deoxy-D-glucose 6-phosphate,Pinus ponderosa,-,CHEBI:84756
245818,5.5.1.4,inositol-3-phosphate synthase,2-deoxy-D-glucose 6-phosphate,Rattus norvegicus,-,CHEBI:84756
245819,5.5.1.4,inositol-3-phosphate synthase,2-deoxy-D-glucose 6-phosphate,Saccharomyces cerevisiae,-,CHEBI:84756
245826,5.5.1.4,inositol-3-phosphate synthase,choline,Saccharomyces cerevisiae,-,CHEBI:15354
245844,5.5.1.4,inositol-3-phosphate synthase,D-gluconate 6-phosphate,Rattus norvegicus,-,CHEBI:48928
245845,5.5.1.4,inositol-3-phosphate synthase,D-glucose 6-phosphate,Bos taurus,-,CHEBI:4170
245846,5.5.1.4,inositol-3-phosphate synthase,D-mannitol 6-phosphate,Rattus norvegicus,-,CHEBI:16298
245847,5.5.1.4,inositol-3-phosphate synthase,D-mannose 6-phosphate,Bos taurus,-,CHEBI:48066
245848,5.5.1.4,inositol-3-phosphate synthase,D-mannose 6-phosphate,Rattus norvegicus,-,CHEBI:48066
245851,5.5.1.4,inositol-3-phosphate synthase,dihydroxyacetone phosphate,Saccharomyces cerevisiae,-,CHEBI:16108
245864,5.5.1.4,inositol-3-phosphate synthase,glucitol 6-phosphate,Euglena gracilis,-,CHEBI:17044
245865,5.5.1.4,inositol-3-phosphate synthase,glucitol 6-phosphate,Oryza sativa,-,CHEBI:17044
245866,5.5.1.4,inositol-3-phosphate synthase,glucitol 6-phosphate,Vigna radiata,-,CHEBI:17044
245871,5.5.1.4,inositol-3-phosphate synthase,Inositol,Euglena gracilis,-,CHEBI:17268
245872,5.5.1.4,inositol-3-phosphate synthase,Inositol,Oryza sativa,-,CHEBI:17268
245873,5.5.1.4,inositol-3-phosphate synthase,Inositol,Vigna radiata,-,CHEBI:17268
245874,5.5.1.4,inositol-3-phosphate synthase,Inositol,Saccharomyces cerevisiae,-,CHEBI:17268
245885,5.5.1.4,inositol-3-phosphate synthase,mannitol,Euglena gracilis,-,CHEBI:16899
245886,5.5.1.4,inositol-3-phosphate synthase,mannitol,Oryza sativa,-,CHEBI:16899
245887,5.5.1.4,inositol-3-phosphate synthase,mannitol,Vigna radiata,-,CHEBI:16899
245901,5.5.1.4,inositol-3-phosphate synthase,NADH,Lilium longiflorum,-,CHEBI:16908
245916,5.5.1.4,inositol-3-phosphate synthase,pyridoxal 5'-phosphate,Rattus norvegicus,-,CHEBI:18405
245918,5.5.1.4,inositol-3-phosphate synthase,sorbitol,Euglena gracilis,-,CHEBI:17924
245919,5.5.1.4,inositol-3-phosphate synthase,sorbitol,Oryza sativa,-,CHEBI:17924
245920,5.5.1.4,inositol-3-phosphate synthase,sorbitol,Vigna radiata,-,CHEBI:17924
245937,5.5.1.5,"Carboxy-cis,cis-muconate cyclase","3-carboxy-cis,cis-muconate",Aspergillus niger,-,CHEBI:15749
245946,5.5.1.5,"Carboxy-cis,cis-muconate cyclase",cis-aconitate,Aspergillus niger,-,CHEBI:32805
245947,5.5.1.5,"Carboxy-cis,cis-muconate cyclase",citraconate,Aspergillus niger,-,CHEBI:17626
245948,5.5.1.5,"Carboxy-cis,cis-muconate cyclase",citrate,Aspergillus niger,-,CHEBI:30769
245951,5.5.1.5,"Carboxy-cis,cis-muconate cyclase",fumarate,Aspergillus niger,-,CHEBI:18012
245953,5.5.1.5,"Carboxy-cis,cis-muconate cyclase",Glutarate,Aspergillus niger,-,CHEBI:17859
245956,5.5.1.5,"Carboxy-cis,cis-muconate cyclase",Itaconate,Aspergillus niger,-,CHEBI:30838
245958,5.5.1.5,"Carboxy-cis,cis-muconate cyclase",Maleate,Aspergillus niger,-,CHEBI:18300
245959,5.5.1.5,"Carboxy-cis,cis-muconate cyclase",malonate,Aspergillus niger,-,CHEBI:30794
245963,5.5.1.5,"Carboxy-cis,cis-muconate cyclase",oxalate,Aspergillus niger,-,CHEBI:16995
245965,5.5.1.5,"Carboxy-cis,cis-muconate cyclase",pimelate,Aspergillus niger,-,CHEBI:30531
245968,5.5.1.5,"Carboxy-cis,cis-muconate cyclase",succinate,Aspergillus niger,-,CHEBI:15741
245971,5.5.1.5,"Carboxy-cis,cis-muconate cyclase",trans-aconitate,Aspergillus niger,-,CHEBI:32806
246033,5.5.1.8,(+)-bornyl diphosphate synthase,dimethylallyl diphosphate,Salvia officinalis,-,CHEBI:16057
246081,5.6.1.1,microtubule-severing ATPase,ADP,Chlamydomonas reinhardtii,-,CHEBI:16761
246082,5.6.1.1,microtubule-severing ATPase,ADP,Strongylocentrotus purpuratus,-,CHEBI:16761
246126,5.6.1.2,dynein ATPase,myristoyl-CoA,Hemicentrotus pulcherrimus,-,CHEBI:15532
246127,5.6.1.2,dynein ATPase,palmitoyl-CoA,Hemicentrotus pulcherrimus,-,CHEBI:15525
246313,5.6.1.3,plus-end-directed kinesin ATPase,ADP,Homo sapiens,-,CHEBI:16761
246353,5.6.1.4,minus-end-directed kinesin ATPase,Acrylamide,Rattus norvegicus,-,CHEBI:28619
246366,5.6.1.5,proteasome ATPase,ADP,Bifidobacterium longum,-,CHEBI:16761
246368,5.6.1.5,proteasome ATPase,ATP,Rattus norvegicus,-,CHEBI:15422
246372,5.6.1.5,proteasome ATPase,hemin,Oryctolagus cuniculus,-,CHEBI:26355
246391,5.6.1.6,channel-conductance-controlling ATPase,ADP,Homo sapiens,-,CHEBI:16761
246423,5.6.1.6,channel-conductance-controlling ATPase,GSH,Homo sapiens,-,CHEBI:16856
246429,5.6.1.6,channel-conductance-controlling ATPase,"P1,P5-di(adenosine-5') pentaphosphate",Homo sapiens,-,CHEBI:28898
246432,5.6.1.6,channel-conductance-controlling ATPase,Tolbutamide,Homo sapiens,-,CHEBI:27999
246441,5.6.1.7,chaperonin ATPase,ADP,Escherichia coli,-,CHEBI:16761
246442,5.6.1.7,chaperonin ATPase,ADP,Pyrococcus furiosus,-,CHEBI:16761
246443,5.6.1.7,chaperonin ATPase,AMP,Pyrococcus furiosus,-,CHEBI:16027
246446,5.6.1.7,chaperonin ATPase,ATP,Thermococcus sp.,-,CHEBI:15422
246447,5.6.1.7,chaperonin ATPase,ATP,Escherichia coli,-,CHEBI:15422
246448,5.6.1.7,chaperonin ATPase,ATP,Saccharolobus solfataricus,-,CHEBI:15422
246530,5.6.1.8,myosin ATPase,acetone,Bos taurus,-,CHEBI:15347
246531,5.6.1.8,myosin ATPase,acetone,Gallus gallus,-,CHEBI:15347
246532,5.6.1.8,myosin ATPase,acetone,Oryctolagus cuniculus,-,CHEBI:15347
246533,5.6.1.8,myosin ATPase,acetone,Sus scrofa,-,CHEBI:15347
246534,5.6.1.8,myosin ATPase,ADP,Oryctolagus cuniculus,-,CHEBI:16761
246586,5.6.1.8,myosin ATPase,succinic acid,Bos taurus,-,CHEBI:15741
246595,5.6.1.9,(R)-2-hydroxyacyl-CoA dehydratase activating ATPase,ATP,Acidaminococcus fermentans,-,CHEBI:15422
247133,5.6.2.1,DNA topoisomerase,adriamycin,Homo sapiens,-,CHEBI:28748
247157,5.6.2.1,DNA topoisomerase,ATP,Rhodobacter capsulatus,-,CHEBI:15422
247158,5.6.2.1,DNA topoisomerase,ATP,Bos taurus,-,CHEBI:15422
247287,5.6.2.1,DNA topoisomerase,doxorubicin,Homo sapiens,-,CHEBI:28748
