	EC	Enz	Met	Org	Mode	ChEBI
34932	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase	1-aminocyclopropane-1-carboxylate	Solanum lycopersicum	-	CHEBI:58360
34933	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase	homocysteine	Cucurbita maxima	-	CHEBI:58199
34934	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase	methylthioadenosine	Solanum lycopersicum	-	CHEBI:17509
34935	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase	S-adenosyl-L-homocysteine	Solanum lycopersicum	-	CHEBI:57856
34936	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase	S-adenosyl-L-methionine	Malus sylvestris	-	CHEBI:15414
34937	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase	S-adenosyl-L-methionine	Solanum lycopersicum	-	CHEBI:15414
34938	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase	S-adenosyl-L-methionine	Cucurbita maxima	-	CHEBI:15414
34939	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase	S-adenosyl-L-methionine	Solanum lycopersicum	-	CHEBI:15414
34940	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase	S-adenosyl-L-methionine	Solanum lycopersicum	-	CHEBI:15414
34941	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase	S-adenosylhomocysteine	Cucurbita maxima	-	CHEBI:57856
34942	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase	S-methyl-L-methionine	Malus domestica	-	CHEBI:58252
34943	4.4.1.15	D-cysteine desulfhydrase	L-cysteine	Escherichia coli	-	CHEBI:35235
34944	4.4.1.15	D-cysteine desulfhydrase	pyruvate	Cucurbita pepo	-	CHEBI:32816
34945	4.4.1.15	D-cysteine desulfhydrase	pyruvate	Nicotiana tabacum	-	CHEBI:32816
34946	4.4.1.16	selenocysteine lyase	L-cysteine	Citrobacter freundii	-	CHEBI:35235
34947	4.4.1.16	selenocysteine lyase	L-cysteine	Sus scrofa	-	CHEBI:35235
34948	4.4.1.16	selenocysteine lyase	L-cysteine	Haloferax volcanii	-	CHEBI:35235
34949	4.4.1.16	selenocysteine lyase	L-cysteine	Citrobacter freundii	-	CHEBI:35235
34950	4.4.1.16	selenocysteine lyase	L-cysteine	Sus scrofa	-	CHEBI:35235
34951	4.4.1.16	selenocysteine lyase	L-cysteine	Rattus norvegicus	-	CHEBI:35235
34952	4.4.1.16	selenocysteine lyase	L-cysteine	Homo sapiens	-	CHEBI:35235
34953	4.4.1.16	selenocysteine lyase	L-cysteine	Sus scrofa	-	CHEBI:35235
34954	4.4.1.17	Holocytochrome-c synthase	hemin	Neurospora crassa	-	CHEBI:26355
34955	4.4.1.19	phosphosulfolactate synthase	phosphoenolpyruvate	Methanocaldococcus jannaschii	-	CHEBI:44897
34956	4.4.1.2	homocysteine desulfhydrase	bithionol	Trichomonas vaginalis	-	CHEBI:27762
34957	4.4.1.20	leukotriene-C4 synthase	leukotriene A4	Homo sapiens	-	CHEBI:15651
34958	4.4.1.20	leukotriene-C4 synthase	leukotriene C4	Homo sapiens	-	CHEBI:16978
34959	4.4.1.20	leukotriene-C4 synthase	leukotriene C4	Cavia porcellus	-	CHEBI:16978
34960	4.4.1.20	leukotriene-C4 synthase	leukotriene C4	Homo sapiens	-	CHEBI:16978
34961	4.4.1.21	S-ribosylhomocysteine lyase	glycerol	Lactiplantibacillus plantarum	-	CHEBI:17754
34962	4.4.1.21	S-ribosylhomocysteine lyase	methionine	Bacillus subtilis	-	CHEBI:57844
34963	4.4.1.28	L-cysteine desulfidase	glycine	Treponema denticola	-	CHEBI:57305
34964	4.4.1.28	L-cysteine desulfidase	glycine	Treponema denticola	-	CHEBI:57305
34965	4.4.1.28	L-cysteine desulfidase	L-alanine	Treponema denticola	-	CHEBI:57972
34966	4.4.1.28	L-cysteine desulfidase	L-alanine	Treponema denticola	-	CHEBI:57972
34967	4.4.1.28	L-cysteine desulfidase	L-asparagine	Treponema denticola	-	CHEBI:58048
34968	4.4.1.28	L-cysteine desulfidase	L-methionine	Treponema denticola	-	CHEBI:57844
34969	4.4.1.28	L-cysteine desulfidase	L-serine	Treponema denticola	-	CHEBI:33384
34970	4.4.1.28	L-cysteine desulfidase	L-threonine	Treponema denticola	-	CHEBI:57926
34971	4.4.1.28	L-cysteine desulfidase	L-tryptophan	Treponema denticola	-	CHEBI:57912
34972	4.4.1.28	L-cysteine desulfidase	L-valine	Treponema denticola	-	CHEBI:57762
34973	4.4.1.28	L-cysteine desulfidase	pyruvate	Treponema denticola	-	CHEBI:32816
34974	4.4.1.35	L-cystine beta-lyase	DL-homocysteine	Brassica oleracea	-	CHEBI:58065
34975	4.4.1.35	L-cystine beta-lyase	L-cysteine	Brassica oleracea	-	CHEBI:35235
34976	4.4.1.35	L-cystine beta-lyase	pyridoxal	Brassica oleracea	-	CHEBI:17310
34977	4.4.1.4	alliin lyase	DL-homocysteine	Allium sativum	-	CHEBI:58065
34978	4.4.1.4	alliin lyase	L-Cys	Allium sativum	-	CHEBI:35235
34979	4.4.1.4	alliin lyase	N-acetyl-L-Cys	Allium sativum	-	CHEBI:28939
34980	4.4.1.4	alliin lyase	pyruvate	Petiveria alliacea	-	CHEBI:32816
34981	4.4.1.5	lactoylglutathione lyase	2,3-Butanedione	Bos taurus	-	CHEBI:16583
34982	4.4.1.5	lactoylglutathione lyase	2,3-Dihydroxybenzoic acid	Saccharomyces cerevisiae	-	CHEBI:18026
34983	4.4.1.5	lactoylglutathione lyase	2,6-pyridindicarboxylic acid	Bos taurus	-	CHEBI:46837
34984	4.4.1.5	lactoylglutathione lyase	adenosine	Mus musculus	-	CHEBI:16335
34985	4.4.1.5	lactoylglutathione lyase	ADP	Mus musculus	-	CHEBI:16761
34986	4.4.1.5	lactoylglutathione lyase	AMP	Mus musculus	-	CHEBI:16027
34987	4.4.1.5	lactoylglutathione lyase	ATP	Mus musculus	-	CHEBI:15422
34988	4.4.1.5	lactoylglutathione lyase	bilirubin	Saccharomyces cerevisiae	-	CHEBI:16990
34989	4.4.1.5	lactoylglutathione lyase	CDP	Mus musculus	-	CHEBI:17239
34990	4.4.1.5	lactoylglutathione lyase	CMP	Mus musculus	-	CHEBI:17361
34991	4.4.1.5	lactoylglutathione lyase	CTP	Mus musculus	-	CHEBI:17677
34992	4.4.1.5	lactoylglutathione lyase	cytidine	Mus musculus	-	CHEBI:17562
34993	4.4.1.5	lactoylglutathione lyase	D-glucono-delta-lactone	Saccharomyces cerevisiae	-	CHEBI:16217
34994	4.4.1.5	lactoylglutathione lyase	dipicolinic acid	Pseudomonas aeruginosa	-	CHEBI:46837
34995	4.4.1.5	lactoylglutathione lyase	formaldehyde	Ovis aries	-	CHEBI:16842
34996	4.4.1.5	lactoylglutathione lyase	GDP	Mus musculus	-	CHEBI:17552
34997	4.4.1.5	lactoylglutathione lyase	glycerol	Homo sapiens	-	CHEBI:17754
34998	4.4.1.5	lactoylglutathione lyase	GMP	Mus musculus	-	CHEBI:17345
34999	4.4.1.5	lactoylglutathione lyase	GSH	Rattus norvegicus	-	CHEBI:16856
35000	4.4.1.5	lactoylglutathione lyase	GSH	Homo sapiens	-	CHEBI:16856
35001	4.4.1.5	lactoylglutathione lyase	GSH	Rattus norvegicus	-	CHEBI:16856
35002	4.4.1.5	lactoylglutathione lyase	GSH	Saccharomyces cerevisiae	-	CHEBI:16856
35003	4.4.1.5	lactoylglutathione lyase	GSH	Sus scrofa	-	CHEBI:16856
35004	4.4.1.5	lactoylglutathione lyase	GSH	Homo sapiens	-	CHEBI:16856
35005	4.4.1.5	lactoylglutathione lyase	GTP	Mus musculus	-	CHEBI:15996
35006	4.4.1.5	lactoylglutathione lyase	guanine	Mus musculus	-	CHEBI:16235
35007	4.4.1.5	lactoylglutathione lyase	guanosine	Mus musculus	-	CHEBI:16750
35008	4.4.1.5	lactoylglutathione lyase	Haemin	Saccharomyces cerevisiae	-	CHEBI:26355
35009	4.4.1.5	lactoylglutathione lyase	methylglyoxal	Caenorhabditis elegans	-	CHEBI:17158
35010	4.4.1.5	lactoylglutathione lyase	methylglyoxal	Arachis hypogaea	-	CHEBI:17158
35011	4.4.1.5	lactoylglutathione lyase	methylglyoxal	Streptococcus mutans	-	CHEBI:17158
35012	4.4.1.5	lactoylglutathione lyase	protoporphyrin	Saccharomyces cerevisiae	-	CHEBI:15430
35013	4.4.1.5	lactoylglutathione lyase	pyridoxal	Mus musculus	-	CHEBI:17310
35014	4.4.1.5	lactoylglutathione lyase	pyridoxal 5'-phosphate	Macaca radiata	-	CHEBI:18405
35015	4.4.1.5	lactoylglutathione lyase	pyridoxamine	Mus musculus	-	CHEBI:16410
35016	4.4.1.5	lactoylglutathione lyase	quercetin	Homo sapiens	-	CHEBI:16243
35017	4.4.1.5	lactoylglutathione lyase	quercetin	Saccharomyces cerevisiae	-	CHEBI:16243
35018	4.4.1.5	lactoylglutathione lyase	quercetin	Homo sapiens	-	CHEBI:16243
35019	4.4.1.5	lactoylglutathione lyase	quercetin	Homo sapiens	-	CHEBI:16243
35020	4.4.1.5	lactoylglutathione lyase	quercetin	Leishmania donovani	-	CHEBI:16243
35021	4.4.1.5	lactoylglutathione lyase	thymine	Mus musculus	-	CHEBI:17821
35022	4.4.1.5	lactoylglutathione lyase	tryptophan	Mus musculus	-	CHEBI:57912
35023	4.4.1.5	lactoylglutathione lyase	UMP	Mus musculus	-	CHEBI:16695
35024	4.4.1.5	lactoylglutathione lyase	Uracil	Mus musculus	-	CHEBI:17568
35025	4.4.1.5	lactoylglutathione lyase	uridine	Mus musculus	-	CHEBI:16704
35026	4.4.1.5	lactoylglutathione lyase	UTP	Mus musculus	-	CHEBI:15713
35027	4.4.1.5	lactoylglutathione lyase	xanthine	Mus musculus	-	CHEBI:48517
35028	4.4.1.9	L-3-cyanoalanine synthase	3-aminopropionate	Lupinus sp.	-	CHEBI:63070
35029	4.4.1.9	L-3-cyanoalanine synthase	benzoic acid	Chromobacterium violaceum	-	CHEBI:30746
35030	4.4.1.9	L-3-cyanoalanine synthase	Beta-cyano-L-alanine	Chromobacterium violaceum	-	CHEBI:77860
35031	4.4.1.9	L-3-cyanoalanine synthase	cyanoalanine	Spinacia oleracea	-	CHEBI:77860
35032	4.4.1.9	L-3-cyanoalanine synthase	homocysteine	Spinacia oleracea	-	CHEBI:58199
35033	4.4.1.9	L-3-cyanoalanine synthase	L-cysteine	Chromobacterium violaceum	-	CHEBI:35235
35034	4.4.1.9	L-3-cyanoalanine synthase	L-cysteine	Spinacia oleracea	-	CHEBI:35235
35035	4.4.1.9	L-3-cyanoalanine synthase	L-methionine	Chromobacterium violaceum	-	CHEBI:57844
35036	4.4.1.9	L-3-cyanoalanine synthase	O-acetyl-L-serine	Chromobacterium violaceum	-	CHEBI:58340
35037	4.4.1.9	L-3-cyanoalanine synthase	O-acetyl-L-serine	Spinacia oleracea	-	CHEBI:58340
35038	4.4.1.9	L-3-cyanoalanine synthase	O-acetyl-L-serine	Spinacia oleracea	-	CHEBI:58340
35039	4.4.1.9	L-3-cyanoalanine synthase	salicylic acid	Solanum tuberosum	-	CHEBI:16914
35040	4.5.1.1	DDT-dehydrochlorinase	Urea	Pseudomonas putida	-	CHEBI:16199
35041	4.6.1.1	adenylate cyclase	2'-deoxyadenosine	Alternaria solani	-	CHEBI:17256
35042	4.6.1.1	adenylate cyclase	2'-deoxyadenosine	Apis mellifera	-	CHEBI:17256
35043	4.6.1.1	adenylate cyclase	2'-deoxyadenosine	Mammalia	-	CHEBI:17256
35044	4.6.1.1	adenylate cyclase	2-hydroxy-17beta-estradiol	Homo sapiens	-	CHEBI:28744
35045	4.6.1.1	adenylate cyclase	2-hydroxyestradiol	Plasmodium falciparum	-	CHEBI:28744
35046	4.6.1.1	adenylate cyclase	2-hydroxyestradiol	Rattus norvegicus	-	CHEBI:28744
35047	4.6.1.1	adenylate cyclase	2-hydroxyestradiol	Arthrospira platensis	-	CHEBI:28744
35048	4.6.1.1	adenylate cyclase	2-hydroxyestradiol	Homo sapiens	-	CHEBI:28744
35049	4.6.1.1	adenylate cyclase	2-hydroxyestradiol	Strongylocentrotus purpuratus	-	CHEBI:28744
35050	4.6.1.1	adenylate cyclase	2-hydroxyestradiol	Pseudomonas aeruginosa	-	CHEBI:28744
35051	4.6.1.1	adenylate cyclase	2-hydroxyestrone	Homo sapiens	-	CHEBI:1156
35052	4.6.1.1	adenylate cyclase	2OH-17beta estradiol	Homo sapiens	-	CHEBI:28744
35053	4.6.1.1	adenylate cyclase	3'-AMP	Apis mellifera	-	CHEBI:28931
35054	4.6.1.1	adenylate cyclase	3'-AMP	Nocardia erythropolis	-	CHEBI:28931
35055	4.6.1.1	adenylate cyclase	3'-AMP	Mus musculus	-	CHEBI:28931
35056	4.6.1.1	adenylate cyclase	adenosine	Apis mellifera	-	CHEBI:16335
35057	4.6.1.1	adenylate cyclase	adenosine	Rattus norvegicus	-	CHEBI:16335
35058	4.6.1.1	adenylate cyclase	ADP	Escherichia coli	-	CHEBI:16761
35059	4.6.1.1	adenylate cyclase	alloxan	Phycomyces blakesleeanus	-	CHEBI:76451
35060	4.6.1.1	adenylate cyclase	ATP	Alternaria solani	-	CHEBI:15422
35061	4.6.1.1	adenylate cyclase	ATP	Amylomyces rouxii	-	CHEBI:15422
35062	4.6.1.1	adenylate cyclase	ATP	Escherichia coli	-	CHEBI:15422
35063	4.6.1.1	adenylate cyclase	ATP	Phycomyces blakesleeanus	-	CHEBI:15422
35064	4.6.1.1	adenylate cyclase	ATP	Homo sapiens	-	CHEBI:15422
35065	4.6.1.1	adenylate cyclase	bithionol	Homo sapiens	-	CHEBI:27762
35066	4.6.1.1	adenylate cyclase	cAMP	Mammalia	-	CHEBI:17489
35067	4.6.1.1	adenylate cyclase	cAMP	Bacillus anthracis	-	CHEBI:17489
35068	4.6.1.1	adenylate cyclase	catechol	Rattus norvegicus	-	CHEBI:18135
35069	4.6.1.1	adenylate cyclase	catechol	Arthrospira platensis	-	CHEBI:18135
35070	4.6.1.1	adenylate cyclase	CTP	Bordetella pertussis	-	CHEBI:17677
35071	4.6.1.1	adenylate cyclase	CTP	Mus musculus	-	CHEBI:17677
35072	4.6.1.1	adenylate cyclase	CTP	Nocardia erythropolis	-	CHEBI:17677
35073	4.6.1.1	adenylate cyclase	GDP	Spodoptera frugiperda	-	CHEBI:17552
35074	4.6.1.1	adenylate cyclase	GTP	Bordetella pertussis	-	CHEBI:15996
35075	4.6.1.1	adenylate cyclase	GTP	Escherichia coli	-	CHEBI:15996
35076	4.6.1.1	adenylate cyclase	GTP	Homo sapiens	-	CHEBI:15996
35077	4.6.1.1	adenylate cyclase	GTP	Mus musculus	-	CHEBI:15996
35078	4.6.1.1	adenylate cyclase	GTP	Nocardia erythropolis	-	CHEBI:15996
35079	4.6.1.1	adenylate cyclase	GTP	Spodoptera frugiperda	-	CHEBI:15996
35080	4.6.1.1	adenylate cyclase	GTP	Rhizobium etli	-	CHEBI:15996
35081	4.6.1.1	adenylate cyclase	ITP	Bordetella pertussis	-	CHEBI:16039
35082	4.6.1.1	adenylate cyclase	ITP	Mus musculus	-	CHEBI:16039
35083	4.6.1.1	adenylate cyclase	ITP	Nocardia erythropolis	-	CHEBI:16039
35084	4.6.1.1	adenylate cyclase	NAD+	Neurospora crassa	-	CHEBI:15846
35085	4.6.1.1	adenylate cyclase	NADH	Neurospora crassa	-	CHEBI:16908
35086	4.6.1.1	adenylate cyclase	NADH	Rattus norvegicus	-	CHEBI:16908
35087	4.6.1.1	adenylate cyclase	noradrenaline	Rattus norvegicus	-	CHEBI:18357
35088	4.6.1.1	adenylate cyclase	oxaloacetate	Nocardia erythropolis	-	CHEBI:30744
35089	4.6.1.1	adenylate cyclase	pyridoxal 5'-phosphate	Escherichia coli	-	CHEBI:18405
35090	4.6.1.1	adenylate cyclase	pyridoxal 5'-phosphate	Glutamicibacter nicotianae	-	CHEBI:18405
35091	4.6.1.1	adenylate cyclase	pyridoxal 5'-phosphate	Nocardia erythropolis	-	CHEBI:18405
35092	4.6.1.1	adenylate cyclase	UTP	Bordetella pertussis	-	CHEBI:15713
35093	4.6.1.1	adenylate cyclase	UTP	Mus musculus	-	CHEBI:15713
35094	4.6.1.1	adenylate cyclase	UTP	Nocardia erythropolis	-	CHEBI:15713
35095	4.6.1.1	adenylate cyclase	XTP	Mus musculus	-	CHEBI:10049
35096	4.6.1.13	phosphatidylinositol diacylglycerol-lyase	myo-inositol	Bacillus thuringiensis	-	CHEBI:17268
35097	4.6.1.13	phosphatidylinositol diacylglycerol-lyase	myo-inositol	Bacillus thuringiensis	-	CHEBI:17268
35098	4.6.1.14	glycosylphosphatidylinositol diacylglycerol-lyase	deoxycholate	Mus musculus	-	CHEBI:28834
35099	4.6.1.15	FAD-AMP lyase (cyclizing)	ADP	Rattus norvegicus	-	CHEBI:16761
35100	4.6.1.15	FAD-AMP lyase (cyclizing)	ATP	Rattus norvegicus	-	CHEBI:15422
35101	4.6.1.15	FAD-AMP lyase (cyclizing)	ATP	Homo sapiens	-	CHEBI:15422
35102	4.6.1.15	FAD-AMP lyase (cyclizing)	ATP	Homo sapiens	-	CHEBI:15422
35103	4.6.1.15	FAD-AMP lyase (cyclizing)	ATP	Rattus norvegicus	-	CHEBI:15422
35104	4.6.1.15	FAD-AMP lyase (cyclizing)	FAD	Rattus norvegicus	-	CHEBI:16238
35105	4.6.1.15	FAD-AMP lyase (cyclizing)	FAD	Rattus norvegicus	-	CHEBI:16238
35106	4.6.1.18	pancreatic ribonuclease	3'-CMP	Bos taurus	-	CHEBI:53013
35107	4.6.1.18	pancreatic ribonuclease	3'-CMP	Bos taurus	-	CHEBI:53013
35108	4.6.1.18	pancreatic ribonuclease	3'-UMP	Bos taurus	-	CHEBI:28895
35109	4.6.1.18	pancreatic ribonuclease	5'-AMP	Lithobates pipiens	-	CHEBI:16027
35110	4.6.1.18	pancreatic ribonuclease	5'-GMP	Lithobates pipiens	-	CHEBI:17345
35111	4.6.1.18	pancreatic ribonuclease	adenosine 5'-phosphate	Bos taurus	-	CHEBI:16027
35112	4.6.1.18	pancreatic ribonuclease	ATP	Bos taurus	-	CHEBI:15422
35113	4.6.1.18	pancreatic ribonuclease	cytidine	Bos taurus	-	CHEBI:17562
35114	4.6.1.18	pancreatic ribonuclease	cytidine 2',3'-cyclic monophosphate	Homo sapiens	-	CHEBI:27652
35115	4.6.1.18	pancreatic ribonuclease	folic acid	Bos taurus	-	CHEBI:27470
35116	4.6.1.18	pancreatic ribonuclease	NADP+	Bos taurus	-	CHEBI:18009
35117	4.6.1.18	pancreatic ribonuclease	NADPH	Bos taurus	-	CHEBI:16474
35118	4.6.1.18	pancreatic ribonuclease	P1,P3-bis(5'-adenosyl) triphosphate	Bos taurus	-	CHEBI:27775
35119	4.6.1.18	pancreatic ribonuclease	Phenylphosphate	Bos taurus	-	CHEBI:37548
35120	4.6.1.18	pancreatic ribonuclease	Urea	Bos taurus	-	CHEBI:16199
35121	4.6.1.18	pancreatic ribonuclease	uridine 5'-diphosphate	Bos taurus	-	CHEBI:17659
35122	4.6.1.18	pancreatic ribonuclease	uridine 5'-phosphate	Bos taurus	-	CHEBI:16695
35123	4.6.1.19	ribonuclease T2	2'(3')-UMP	Aspergillus oryzae	-	CHEBI:28637
35124	4.6.1.19	ribonuclease T2	2'(3')-UMP	Aspergillus phoenicis	-	CHEBI:28637
35125	4.6.1.19	ribonuclease T2	2'(3')-UMP	Rhizopus niveus	-	CHEBI:28637
35126	4.6.1.19	ribonuclease T2	2',3'-UMP	Aspergillus phoenicis	-	CHEBI:28637
35127	4.6.1.19	ribonuclease T2	3'-AMP	Aspergillus oryzae	-	CHEBI:28931
35128	4.6.1.19	ribonuclease T2	3'-AMP	Aspergillus phoenicis	-	CHEBI:28931
35129	4.6.1.19	ribonuclease T2	3'-AMP	Rhizopus niveus	-	CHEBI:28931
35130	4.6.1.19	ribonuclease T2	3'-CMP	Aspergillus phoenicis	-	CHEBI:53013
35131	4.6.1.19	ribonuclease T2	3'-GMP	Aspergillus phoenicis	-	CHEBI:28072
35132	4.6.1.19	ribonuclease T2	5'-AMP	Aspergillus phoenicis	-	CHEBI:16027
35133	4.6.1.19	ribonuclease T2	5'-CMP	Aspergillus phoenicis	-	CHEBI:17361
35134	4.6.1.19	ribonuclease T2	5'-dAMP	Aspergillus phoenicis	-	CHEBI:17713
35135	4.6.1.19	ribonuclease T2	5'-dCMP	Aspergillus phoenicis	-	CHEBI:15918
35136	4.6.1.19	ribonuclease T2	5'-dGMP	Aspergillus phoenicis	-	CHEBI:16192
35137	4.6.1.19	ribonuclease T2	5'-dTMP	Aspergillus phoenicis	-	CHEBI:17013
35138	4.6.1.19	ribonuclease T2	5'-GMP	Aspergillus phoenicis	-	CHEBI:17345
35139	4.6.1.19	ribonuclease T2	5'-UMP	Aspergillus phoenicis	-	CHEBI:16695
35140	4.6.1.19	ribonuclease T2	adenosine	Aspergillus phoenicis	-	CHEBI:16335
35141	4.6.1.19	ribonuclease T2	cytidine	Aspergillus phoenicis	-	CHEBI:17562
35142	4.6.1.19	ribonuclease T2	deoxyadenosine	Aspergillus phoenicis	-	CHEBI:17256
35143	4.6.1.19	ribonuclease T2	deoxycytidine	Aspergillus phoenicis	-	CHEBI:15698
35144	4.6.1.19	ribonuclease T2	deoxyguanosine	Aspergillus phoenicis	-	CHEBI:17172
35145	4.6.1.19	ribonuclease T2	deoxyuridine	Aspergillus phoenicis	-	CHEBI:16450
35146	4.6.1.19	ribonuclease T2	guanosine	Aspergillus phoenicis	-	CHEBI:16750
35147	4.6.1.19	ribonuclease T2	thymidine	Aspergillus phoenicis	-	CHEBI:17748
35148	4.6.1.19	ribonuclease T2	uridine	Aspergillus phoenicis	-	CHEBI:16704
35149	4.6.1.2	guanylate cyclase	17beta-estradiol	Rattus norvegicus	-	CHEBI:16469
35150	4.6.1.2	guanylate cyclase	2'-dADP	Bos taurus	-	CHEBI:16174
35151	4.6.1.2	guanylate cyclase	3',5'-cyclic GMP	Homo sapiens	-	CHEBI:16356
35152	4.6.1.2	guanylate cyclase	ADP	Rattus norvegicus	-	CHEBI:16761
35153	4.6.1.2	guanylate cyclase	ATP	Bos taurus	-	CHEBI:15422
35154	4.6.1.2	guanylate cyclase	ATP	Homo sapiens	-	CHEBI:15422
35155	4.6.1.2	guanylate cyclase	ATP	Mus musculus	-	CHEBI:15422
35156	4.6.1.2	guanylate cyclase	ATP	Rattus norvegicus	-	CHEBI:15422
35157	4.6.1.2	guanylate cyclase	ATP	Bos taurus	-	CHEBI:15422
35158	4.6.1.2	guanylate cyclase	ATP	Homo sapiens	-	CHEBI:15422
35159	4.6.1.2	guanylate cyclase	ATP	Rattus norvegicus	-	CHEBI:15422
35160	4.6.1.2	guanylate cyclase	ATP	Bos taurus	-	CHEBI:15422
35161	4.6.1.2	guanylate cyclase	ATP	Manduca sexta	-	CHEBI:15422
35162	4.6.1.2	guanylate cyclase	ATP	Bos taurus	-	CHEBI:15422
35163	4.6.1.2	guanylate cyclase	CTP	Rattus norvegicus	-	CHEBI:17677
35164	4.6.1.2	guanylate cyclase	dATP	Mus musculus	-	CHEBI:16284
35165	4.6.1.2	guanylate cyclase	dGTP	Mus musculus	-	CHEBI:16497
35166	4.6.1.2	guanylate cyclase	dGTP	Rattus norvegicus	-	CHEBI:16497
35167	4.6.1.2	guanylate cyclase	glycerol	Dictyostelium discoideum	-	CHEBI:17754
35168	4.6.1.2	guanylate cyclase	ITP	Bos taurus	-	CHEBI:16039
35169	4.6.1.2	guanylate cyclase	ITP	Mus musculus	-	CHEBI:16039
35170	4.6.1.2	guanylate cyclase	ITP	Rattus norvegicus	-	CHEBI:16039
35171	4.6.1.2	guanylate cyclase	ITP	Rattus norvegicus	-	CHEBI:16039
35172	4.6.1.2	guanylate cyclase	oxaloacetate	Bos taurus	-	CHEBI:30744
35173	4.6.1.2	guanylate cyclase	oxaloacetate	Rattus norvegicus	-	CHEBI:30744
35174	4.6.1.2	guanylate cyclase	phosphoenolpyruvate	Bos taurus	-	CHEBI:44897
35175	4.6.1.2	guanylate cyclase	phosphoenolpyruvate	Rattus norvegicus	-	CHEBI:44897
35176	4.6.1.2	guanylate cyclase	pyruvate	Caulobacter vibrioides	-	CHEBI:32816
35177	4.6.1.2	guanylate cyclase	sucrose	Dictyostelium discoideum	-	CHEBI:17992
35178	4.6.1.2	guanylate cyclase	UTP	Bos taurus	-	CHEBI:15713
35179	4.6.1.2	guanylate cyclase	UTP	Rattus norvegicus	-	CHEBI:15713
35180	4.6.1.2	guanylate cyclase	XDP	Rattus norvegicus	-	CHEBI:10048
35181	4.6.1.2	guanylate cyclase	XTP	Rattus norvegicus	-	CHEBI:10049
35182	4.6.1.20	ribonuclease U2	3'-AMP	Ustilago sphaerogena	-	CHEBI:28931
35183	4.6.1.20	ribonuclease U2	5'-AMP	Ustilago sphaerogena	-	CHEBI:16027
35184	4.6.1.20	ribonuclease U2	5'-dAMP	Ustilago sphaerogena	-	CHEBI:17713
35185	4.6.1.20	ribonuclease U2	adenosine	Ustilago sphaerogena	-	CHEBI:16335
35186	4.6.1.22	Bacillus subtilis ribonuclease	ADP	Bacillus subtilis	-	CHEBI:16761
35187	4.6.1.22	Bacillus subtilis ribonuclease	ADP	Bacillus subtilis	-	CHEBI:16761
35188	4.6.1.22	Bacillus subtilis ribonuclease	ADP	Bacillus subtilis	-	CHEBI:16761
35189	4.6.1.22	Bacillus subtilis ribonuclease	ATP	Bacillus subtilis	-	CHEBI:15422
35190	4.6.1.22	Bacillus subtilis ribonuclease	ATP	Bacillus subtilis	-	CHEBI:15422
35191	4.6.1.22	Bacillus subtilis ribonuclease	ATP	Bacillus subtilis	-	CHEBI:15422
35192	4.6.1.22	Bacillus subtilis ribonuclease	dATP	Bacillus subtilis	-	CHEBI:16284
35193	4.6.1.22	Bacillus subtilis ribonuclease	dATP	Bacillus subtilis	-	CHEBI:16284
35194	4.6.1.22	Bacillus subtilis ribonuclease	dATP	Bacillus subtilis	-	CHEBI:16284
35195	4.6.1.22	Bacillus subtilis ribonuclease	GDP	Bacillus subtilis	-	CHEBI:17552
35196	4.6.1.22	Bacillus subtilis ribonuclease	GTP	Bacillus subtilis	-	CHEBI:15996
35197	4.6.1.22	Bacillus subtilis ribonuclease	UDP	Bacillus subtilis	-	CHEBI:17659
35198	4.6.1.23	ribotoxin	GDP	Aspergillus giganteus	-	CHEBI:17552
35199	4.6.1.24	ribonuclease T1	3'-guanylic acid	Aspergillus oryzae	-	CHEBI:28072
35200	4.6.1.24	ribonuclease T1	citrate	Aspergillus oryzae	-	CHEBI:30769
35201	4.6.1.24	ribonuclease T1	histidine	Aspergillus oryzae	-	CHEBI:57595
35202	4.6.1.6	cytidylate cyclase	ATP	Rattus norvegicus	-	CHEBI:15422
35203	4.6.1.6	cytidylate cyclase	deoxycholate	Rattus norvegicus	-	CHEBI:28834
35204	4.8.1.3	indoleacetaldoxime dehydratase	Cys	Fusarium fujikuroi	-	CHEBI:35235
35205	4.8.1.3	indoleacetaldoxime dehydratase	Mercaptoacetic acid	Fusarium fujikuroi	-	CHEBI:30065
35206	4.8.1.3	indoleacetaldoxime dehydratase	tetrahydrofolic acid	Fusarium fujikuroi	-	CHEBI:15635
35207	4.98.1.1	protoporphyrin ferrochelatase	heme	Bos taurus	-	CHEBI:26355
35208	4.98.1.1	protoporphyrin ferrochelatase	heme	Novispirillum itersonii	-	CHEBI:26355
35209	4.98.1.1	protoporphyrin ferrochelatase	hemin	Cereibacter sphaeroides	-	CHEBI:26355
35210	4.98.1.1	protoporphyrin ferrochelatase	Mg2+-protoporphyrin	Cereibacter sphaeroides	-	CHEBI:15431
